Geo Point;Geo Shape;codcen;dlibre;dgenerica_;despecific;regimen;direccion;codpos;municipio_;provincia_;telef;fax;mail
39.47375299907396, -0.39371599999999995;"{""coordinates"": [-0.393716, 39.47375299907396], ""type"": ""Point""}";46010243;CENTRE PRIVAT INMACULADO CORAZÓN DE MARÍA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;INMACULADO CORAZÓN DE MARÍA;CONCERTADO;CL. GONZÁLEZ MARTÍ, 4;46008;València;València;963821350;963859370;direccionicm@icmaria.es
39.46421599907401, -0.40519100000000124;"{""coordinates"": [-0.405191, 39.46421599907401], ""type"": ""Point""}";46010267;CENTRE INTEGRAT LA PURÍSIMA-FRANCISCANAS;CENTRE INTEGRAT DE MÚSICA I ENS. RÈGIM GENERAL;LA PURÍSIMA-FRANCISCANAS;CONCERTADO;AV. TRES CRUCES, 49;46018;València;València;963792369;963792233;lapurisima@hfi.es
39.468410999073996, -0.4045409999999993;"{""coordinates"": [-0.404541, 39.468410999073996], ""type"": ""Point""}";46010553;CENTRE PRIVAT NUESTRA SEÑORA DE FÁTIMA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;NUESTRA SEÑORA DE FÁTIMA;CONCERTADO;CL. JUMILLA, 6;46018;València;València;963793568;963594426;secretaria@colegiofatima.net
39.48629799907387, -0.38620600000000027;"{""coordinates"": [-0.386206, 39.48629799907387], ""type"": ""Point""}";46010668;CENTRE PRIVAT MANTELLATE;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;MANTELLATE;CONCERTADO;CL. MARCHALENES, 80;46009;València;València;963494425;963466380;mantellate@planalfa.es
39.48559499907388, -0.3750430000000003;"{""coordinates"": [-0.375043, 39.48559499907388], ""type"": ""Point""}";46010735;CENTRE PRIVAT MERCURIO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;MERCURIO;CONCERTADO;CL. RUAYA, 16-18;46009;València;València;963472036;963484679;info@colegiomercurio.org
39.48354899907388, -0.3874720000000002;"{""coordinates"": [-0.387472, 39.48354899907388], ""type"": ""Point""}";46010747;CENTRE PRIVAT MARÍA INMACULADA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;MARÍA INMACULADA;CONCERTADO;CL. RICARDO MICO, 26;46009;València;València;963406143;963403106;valenciacmi@gmail.com
39.49297199907382, -0.3734600000000013;"{""coordinates"": [-0.37346, 39.49297199907382], ""type"": ""Point""}";46010796;CENTRE PRIVAT MARÍA AUXILIADORA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;MARÍA AUXILIADORA;CONCERTADO;AV. DE LA CONSTITUCIÓN, 178;46019;València;València;963650850;0;titularvalencia@salesianas.org
39.482836999073896, -0.38572300000000087;"{""coordinates"": [-0.385723, 39.482836999073896], ""type"": ""Point""}";46010863;CENTRE PRIVAT SAN JUAN BOSCO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAN JUAN BOSCO;CONCERTADO;CL. GREGORIO GEA, 21;46009;València;València;963495539;963495100;sjbosco@live.com
39.46730699907398, -0.3263150000000013;"{""coordinates"": [-0.326315, 39.46730699907398], ""type"": ""Point""}";46010899;CEE PÚB. RUIZ JIMÉNEZ;CENTRE D'EDUCACIÓ ESPECIAL;RUIZ JIMÉNEZ;PÚBLICO;AV. MEDITERRÁNEO, S/N;46011;València;València;961205710;961205711;46010899@edu.gva.es
39.49154799907384, -0.373888999999999;"{""coordinates"": [-0.373889, 39.49154799907384], ""type"": ""Point""}";46010905;CENTRE PRIVAT SALESIANOS SAN ANTONIO ABAD;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SALESIANOS SAN ANTONIO ABAD;CONCERTADO;AV. PRIMADO REIG, 2;46009;València;València;963655700;963654819;secretaria.valencia.saa@salesianos.edu
39.484070999073886, -0.36185100000000137;"{""coordinates"": [-0.361851, 39.484070999073886], ""type"": ""Point""}";46011028;CENTRE PRIVAT CLARET;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;CLARET;CONCERTADO;CL. SOLEDAD DOMENECH, 8-12;46020;València;València;963694351;963694351;direccion@claretvalenciabenimaclet.com
39.476145999073935, -0.3647050000000015;"{""coordinates"": [-0.364705, 39.476145999073935], ""type"": ""Point""}";46011065;CENTRE PRIVAT SAN JOSÉ DE CALASANZ;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAN JOSÉ DE CALASANZ;CONCERTADO;CL. MICER MASCÓ, 5;46010;València;València;963690700;963691608;colegio.calasanzval@escolapiosbetania.es
39.482064999073906, -0.36358599999999985;"{""coordinates"": [-0.363586, 39.482064999073906], ""type"": ""Point""}";46011090;CENTRE ESTRANGER COLEGIO ALEMÁN DE VALENCIA;CENTRE DOCENT PRIVAT ESTRANGER;COLEGIO ALEMÁN DE VALENCIA;PRIVADO;CL. JAIME ROIG, 14-16;46010;València;València;963690100;963691043;dsvalencia@dsvalencia.org
39.4817849990739, -0.3294569999999999;"{""coordinates"": [-0.329457, 39.4817849990739], ""type"": ""Point""}";46011387;CENTRE PRIVAT ESCUELAS PÍAS-MALVARROSA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;ESCUELAS PÍAS-MALVARROSA;CONCERTADO;CL. GRAN CANARIA, 1;46011;València;València;963716277;963724041;colegio.malvarrosa@escolapiosbetania.es
39.465809999074, -0.332432999999999;"{""coordinates"": [-0.332433, 39.465809999074], ""type"": ""Point""}";46011478;CENTRE PRIVAT PUREZA DE MARÍA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;PUREZA DE MARÍA;CONCERTADO;CL. VICENTE GALLART, 25;46011;València;València;963712311;963711506;direccion@pmariagrao.org
39.46147799907402, -0.342852;"{""coordinates"": [-0.342852, 39.46147799907402], ""type"": ""Point""}";46011491;CENTRE PRIVAT TRAFALGAR;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;TRAFALGAR;CONCERTADO;CL. RODRIGO PERTEGAZ, 29;46023;València;València;963302494;963360873;direccion@colegiotrafalgar.com
39.467076999073996, -0.3546940000000004;"{""coordinates"": [-0.354694, 39.467076999073996], ""type"": ""Point""}";46011508;CENTRE PRIVAT SANTA ANA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SANTA ANA;CONCERTADO;AV. DEL PUERTO, 51;46021;València;València;963690674;963625117;secretaria@pcsantaana.com
39.46971499907397, -0.34168699999999824;"{""coordinates"": [-0.341687, 39.46971499907397], ""type"": ""Point""}";46011569;CEIP PROFESOR SANTIAGO GRISOLIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PROFESOR SANTIAGO GRISOLIA;CONCERTADO;CL. RAMON DE CAMPOAMOR, 89;46022;València;València;963729577;0;s_grisolia@valencia.es
39.460599999074034, -0.3535360000000009;"{""coordinates"": [-0.353536, 39.460599999074034], ""type"": ""Point""}";46011612;CENTRE PRIVAT AVE MARÍA DE PEÑARROCHA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;AVE MARÍA DE PEÑARROCHA;CONCERTADO;AV. FRANCIA, 3;46023;València;València;963370000;963372482;secretaria@colavem.com
39.44935899907411, -0.3331520000000005;"{""coordinates"": [-0.333152, 39.44935899907411], ""type"": ""Point""}";46011661;CENTRE PRIVAT NUESTRA SEÑORA DE LOS DESAMPARADOS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;NUESTRA SEÑORA DE LOS DESAMPARADOS;CONCERTADO;CL. PARQUE DE NAZARET, 82;46024;València;València;963678229;963675835;nsdesamparadosval@planalfa.es
39.47139799907396, -0.40611900000000006;"{""coordinates"": [-0.406119, 39.47139799907396], ""type"": ""Point""}";46011776;CENTRE PRIVAT SOM ESCOLA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SOM ESCOLA;CONCERTADO;CL. ARCHENA, 6;46014;València;València;963792352;963792352;somescola@somescola.com
39.47188499907397, -0.41210299999999994;"{""coordinates"": [-0.412103, 39.47188499907397], ""type"": ""Point""}";46011791;CENTRE PRIVAT SANTA CRUZ;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SANTA CRUZ;CONCERTADO;CL. VIEJO DE XIRIVELLA, 5-26;46920;Mislata;València;963835342;963835342;colsantacruz@telefonica.net
39.47007499907398, -0.40960599999999997;"{""coordinates"": [-0.409606, 39.47007499907398], ""type"": ""Point""}";46011879;CENTRE PRIVAT PUREZA DE MARÍA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;PUREZA DE MARÍA;CONCERTADO;AV. DEL CID, 142;46014;València;València;963791200;963599237;pmariav@planalfa.es
39.465345999074, -0.4088599999999991;"{""coordinates"": [-0.40886, 39.465345999074], ""type"": ""Point""}";46011892;CENTRE PRIVAT CLARET FUENSANTA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;CLARET FUENSANTA;CONCERTADO;PZ. MURCIA, 9;46014;València;València;963791914;963791914;direccion@claretfuensanta.es
39.489825999073865, -0.40248700000000104;"{""coordinates"": [-0.402487, 39.489825999073865], ""type"": ""Point""}";46011961;CENTRE PRIVAT NIÑO JESÚS;CENTRE PRIVAT D'EDUCACIÓ PRIMÀRIA I SECUNDÀRIA;NIÑO JESÚS;CONCERTADO;CL. SAN CLEMENTE, 13;46015;València;València;963494436;963494436;administracion@colegio-njesus.com
39.49308799907382, -0.393555;"{""coordinates"": [-0.393555, 39.49308799907382], ""type"": ""Point""}";46011971;CENTRE PRIVAT MARJO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA;MARJO;CONCERTADO;CL. PINTOR MATARANA, 3-5;46025;València;València;963491314;963491314;colegiomarjo@gmail.com
39.49617599907381, -0.36849300000000046;"{""coordinates"": [-0.368493, 39.49617599907381], ""type"": ""Point""}";46012021;CENTRE PRIVAT MARNI;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;MARNI;CONCERTADO;CL. PADRE VIÑAS, 94;46019;València;València;963650198;963650162;marni@colegios-sigloxxi.com
39.478806999073925, -0.3814190000000012;"{""coordinates"": [-0.381419, 39.478806999073925], ""type"": ""Point""}";46012136;CEIP SANTA TERESA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SANTA TERESA;PÚBLICO;CL. DE L'HORT D'EN CENDRA, 3;46003;València;València;962566740;962566741;46012136@edu.gva.es
39.466306999074, -0.3741040000000004;"{""coordinates"": [-0.374104, 39.466306999074], ""type"": ""Point""}";46012151;CEIP SAN JUAN DE RIBERA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN JUAN DE RIBERA;PÚBLICO;CL. CIRILO AMORÓS, 3;46004;València;València;961207735;961207736;46012151@edu.gva.es
39.46019399907405, -0.3603279999999995;"{""coordinates"": [-0.360328, 39.46019399907405], ""type"": ""Point""}";46012227;CEIP MONTOLIVET;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MONTOLIVET;PÚBLICO;PZ. PARQUE MONTEOLIVETE, 3;46006;València;València;962566700;962566701;46012227@edu.gva.es
39.470217999073974, -0.38894700000000054;"{""coordinates"": [-0.388947, 39.470217999073974], ""type"": ""Point""}";46012367;CEIP TEODORO LLORENTE;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;TEODORO LLORENTE;PÚBLICO;CL. JUAN LLORENS, 59;46008;València;València;961205780;961205781;46012367@edu.gva.es
39.47412699907394, -0.3358489999999992;"{""coordinates"": [-0.335849, 39.47412699907394], ""type"": ""Point""}";46012598;CEIP NUESTRA SEÑORA DEL CARMEN;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;NUESTRA SEÑORA DEL CARMEN;PÚBLICO;CL. AMADÍS DE GAULA, S/N;46022;València;València;961205150;961205151;46012598@edu.gva.es
39.465792999074, -0.34179899999999896;"{""coordinates"": [-0.341799, 39.465792999074], ""type"": ""Point""}";46012616;CEIP JAUME I;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;JAUME I;PÚBLICO;CL. JERÓNIMO MONSORIU, 21;46022;València;València;962566650;962566651;46012616@edu.gva.es
39.468753999073975, -0.3373780000000007;"{""coordinates"": [-0.337378, 39.468753999073975], ""type"": ""Point""}";46012631;CEIP SAN PEDRO;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN PEDRO;PÚBLICO;CL. PEDRO DE VALENCIA, S/N;46022;València;València;962566350;962566351;46012631@edu.gva.es
39.47531799907395, -0.32722900000000055;"{""coordinates"": [-0.327229, 39.47531799907395], ""type"": ""Point""}";46012641;CEIP CAVITE-ISLA DE HIERRO;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CAVITE-ISLA DE HIERRO;PÚBLICO;AV. MALVARROSA, 2;46011;València;València;962566630;962566631;46012641@edu.gva.es
39.432368999074214, -0.37360000000000027;"{""coordinates"": [-0.3736, 39.432368999074214], ""type"": ""Point""}";46012689;CEIP FORN D'ALCEDO;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;FORN D'ALCEDO;PÚBLICO;CM. ALABAU, 30;46026;València;València;962566430;962566431;46012689@edu.gva.es
39.450882999074096, -0.3661829999999993;"{""coordinates"": [-0.366183, 39.450882999074096], ""type"": ""Point""}";46012732;CEIP LES ARTS;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LES ARTS;PÚBLICO;AV. HERMANOS MARISTAS, S/N;46013;València;València;962566750;962566751;46012732@edu.gva.es
39.43412699907419, -0.3935190000000007;"{""coordinates"": [-0.393519, 39.43412699907419], ""type"": ""Point""}";46012768;CEIP PADRE MANJÓN;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PADRE MANJÓN;PÚBLICO;CL. FERNANDO CABEDO TORRENTS, S/N;46017;València;València;962566690;962566691;46012768@edu.gva.es
39.46059599907405, -0.39701500000000045;"{""coordinates"": [-0.397015, 39.46059599907405], ""type"": ""Point""}";46012771;CEIP RODRÍGUEZ FORNOS;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;RODRÍGUEZ FORNOS;PÚBLICO;CL. VIRGEN DE LA CABEZA, 26;46014;València;València;961205835;961205836;46012771@edu.gva.es
39.49134099907385, -0.391152;"{""coordinates"": [-0.391152, 39.49134099907385], ""type"": ""Point""}";46012811;CEIP SALVADOR TUSET;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SALVADOR TUSET;PÚBLICO;CL. ALAMO, 2;46025;València;València;962566730;962566731;46012811@edu.gva.es
39.49968199907378, -0.393271000000001;"{""coordinates"": [-0.393271, 39.49968199907378], ""type"": ""Point""}";46012823;CEIP CIUTAT ARTISTA FALLER;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CIUTAT ARTISTA FALLER;PÚBLICO;PZ. REGINO MAS, S/N;46025;València;València;961205475;961205476;46012823@edu.gva.es
39.468230999073995, -0.377174999999999;"{""coordinates"": [-0.377175, 39.468230999073995], ""type"": ""Point""}";46012872;IES LUIS VIVES;INSTITUT D'EDUCACIÓ SECUNDÀRIA;LUIS VIVES;PÚBLICO;CL. SAN PABLO, 4;46002;València;València;961205945;961205946;46012872@edu.gva.es
39.46475799907402, -0.36772500000000086;"{""coordinates"": [-0.367725, 39.46475799907402], ""type"": ""Point""}";46012902;IES SAN VICENTE FERRER;INSTITUT D'EDUCACIÓ SECUNDÀRIA;SAN VICENTE FERRER;PÚBLICO;CL. ALMIRANTE CADARSO, 20-22;46005;València;València;961206175;961206176;46012902@edu.gva.es
39.454850999074075, -0.39567900000000034;"{""coordinates"": [-0.395679, 39.454850999074075], ""type"": ""Point""}";46012963;IES JUAN DE GARAY;INSTITUT D'EDUCACIÓ SECUNDÀRIA;JUAN DE GARAY;PÚBLICO;CL. JUAN DE GARAY, 25;46017;València;València;961206045;961206046;46012963@edu.gva.es
39.47859299907391, -0.3256950000000012;"{""coordinates"": [-0.325695, 39.47859299907391], ""type"": ""Point""}";46013086;IES ISABEL DE VILLENA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;ISABEL DE VILLENA;PÚBLICO;CL. ISABEL DE VILLENA, 4;46011;València;València;961206190;961206191;46013086@edu.gva.es
39.46769399907399, -0.33887000000000017;"{""coordinates"": [-0.33887, 39.46769399907399], ""type"": ""Point""}";46013098;IES SOROLLA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;SOROLLA;PÚBLICO;CL. JOSÉ MARÍA HARO, 2;46022;València;València;961206060;961206061;46013098@edu.gva.es
39.46364599907402, -0.3680999999999998;"{""coordinates"": [-0.3681, 39.46364599907402], ""type"": ""Point""}";46013104;CIPFP VICENTE BLASCO IBÁÑEZ;CENTRE INTEGRAT PÚBLIC DE FORMACIÓ PROFESSIONAL;VICENTE BLASCO IBÁÑEZ;PÚBLICO;AV. REGNE DE VALENCIA, 46;46005;València;València;961205915;961205916;46013104@edu.gva.es
39.466488999073995, -0.4025980000000001;"{""coordinates"": [-0.402598, 39.466488999073995], ""type"": ""Point""}";46013426;CEIP RAQUEL PAYA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;RAQUEL PAYA;PÚBLICO;CL. MÚSICO AYLLON, 41;46018;València;València;962566330;962566331;46013426@edu.gva.es
39.44607799907413, -0.3917100000000005;"{""coordinates"": [-0.39171, 39.44607799907413], ""type"": ""Point""}";46013463;CEIP SARA FERNÁNDEZ;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SARA FERNÁNDEZ;PÚBLICO;CL. REVERENDO JOSÉ NOGUERA, 4;46017;València;València;962566760;962566761;46013463@edu.gva.es
39.4807219990739, -0.36430100000000104;"{""coordinates"": [-0.364301, 39.4807219990739], ""type"": ""Point""}";46013633;CENTRE PRIV. ED. INF. 1er CICLE SANTA KLAUS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;SANTA KLAUS;PRIVADO;CL. JAIME ROIG, 6;46010;València;València;963692358;0;escuela.infantil.santa.klaus@gmail.com
39.47681699907393, -0.3830410000000006;"{""coordinates"": [-0.383041, 39.47681699907393], ""type"": ""Point""}";46013669;CENTRE PRIVAT FP CIUTAT VELLA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;CIUTAT VELLA;CONCERTADO;CL. PINTOR ZARIÑENA, 7;46003;València;València;963926300;963926300;informacion@centreciutatvella.com
39.49752499907381, -0.3991129999999986;"{""coordinates"": [-0.399113, 39.49752499907381], ""type"": ""Point""}";46014212;CENTRE PRIVAT ARGOS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;ARGOS;CONCERTADO;AV. BURJASSOT, 291;46015;València;València;963490734;963490734;colegio-argos@colegio-argos.es
39.454121999074054, -0.3640690000000002;"{""coordinates"": [-0.364069, 39.454121999074054], ""type"": ""Point""}";46014224;IES FONT DE SANT LLUÍS;INSTITUT D'EDUCACIÓ SECUNDÀRIA;FONT DE SANT LLUÍS;PÚBLICO;AV. HERMANOS MARISTAS, 25;46013;València;València;961206065;961206066;46014224@edu.gva.es
39.46181799907402, -0.3815500000000007;"{""coordinates"": [-0.38155, 39.46181799907402], ""type"": ""Point""}";46014251;CENTRE PRIVAT FP INS. INTER IV;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;INS. INTER IV;PRIVADO;CL. GIL Y MORTE, 27-29;46007;València;València;963519365;963411542;director@institutointer.com
39.45441999907407, -0.40336599999999984;"{""coordinates"": [-0.403366, 39.45441999907407], ""type"": ""Point""}";46014856;CEIP NICOLAU PRIMITIU GÓMEZ SERRANO;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;NICOLAU PRIMITIU GÓMEZ SERRANO;PÚBLICO;CL. ARQUITECTO SEGURA DEL LAGO, 9;46014;València;València;962566070;962566071;46014856@edu.gva.es
39.46936299907397, -0.3582570000000006;"{""coordinates"": [-0.358257, 39.46936299907397], ""type"": ""Point""}";46015174;EI APÓSTOL SANTIAGO;ESCOLA INFANTIL;APÓSTOL SANTIAGO;PÚBLICO;PZ. PERIODISTA VICENTE ROS BELDA, 1;46021;València;València;961205470;961205471;46015174@edu.gva.es
39.489858999073846, -0.40165499999999915;"{""coordinates"": [-0.401655, 39.489858999073846], ""type"": ""Point""}";46015231;EI NIÑO JESÚS;ESCOLA INFANTIL;NIÑO JESÚS;PÚBLICO;CL. SAN CLEMENTE, 13;46015;València;València;961205855;961205856;46015231@edu.gva.es
39.4813199990739, -0.3985800000000006;"{""coordinates"": [-0.39858, 39.4813199990739], ""type"": ""Point""}";46015711;IES CAMPANAR;INSTITUT D'EDUCACIÓ SECUNDÀRIA;CAMPANAR;PÚBLICO;PZ. BADAJOZ, S/N;46015;València;València;961206205;961206206;46015711@edu.gva.es
39.469437999073975, -0.3513590000000008;"{""coordinates"": [-0.351359, 39.469437999073975], ""type"": ""Point""}";46015782;CEIP ANGELINA CARNICER;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ANGELINA CARNICER;PÚBLICO;CL. PUEBLA DE FARNALS, 30;46021;València;València;962565270;962565271;46015782@edu.gva.es
39.454726999074076, -0.3790550000000004;"{""coordinates"": [-0.379055, 39.454726999074076], ""type"": ""Point""}";46015800;CEIP RAFAEL MATEU CÁMARA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;RAFAEL MATEU CÁMARA;PÚBLICO;PZ. CERAMISTA GIMENO, S/N;46006;València;València;962566720;962566721;46015800@edu.gva.es
39.48431899907388, -0.3553820000000006;"{""coordinates"": [-0.355382, 39.48431899907388], ""type"": ""Point""}";46015885;CEIP PARE CATALÀ;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PARE CATALÀ;PÚBLICO;CL. PARE ALEGRE, 22;46020;València;València;961205400;961205401;46015885@edu.gva.es
39.47142099907397, -0.3848699999999995;"{""coordinates"": [-0.38487, 39.47142099907397], ""type"": ""Point""}";46015991;CENTRE PRIVAT FP DANIEL MATALLÍN, SL;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;DANIEL MATALLÍN, SL;PRIVADO;CL. MAESTRO PALAU, 7-10;46008;València;València;963911367;963917424;gestion@danielmatallin.com
39.503245999073755, -0.362376;"{""coordinates"": [-0.362376, 39.503245999073755], ""type"": ""Point""}";46016816;CEP REI EN JAUME;COL·LEGI D'EDUCACIÓ PRIMÀRIA;REI EN JAUME;PÚBLICO;AV. REI EN JAUME, S/N;46016;Tavernes Blanques;València;961205410;961205411;46016816@edu.gva.es
39.48373999907389, -0.3468310000000004;"{""coordinates"": [-0.346831, 39.48373999907389], ""type"": ""Point""}";46016993;ESCOLA SUPERIOR D'ART DRAMÀTIC;ESCOLA SUPERIOR D'ART DRAMÀTIC;;PÚBLICO;CM. DE VERA, 29;46022;València;València;961206980;961206981;46016993@iseacv.gva.es
39.48933699907385, -0.37929900000000105;"{""coordinates"": [-0.379299, 39.48933699907385], ""type"": ""Point""}";46017195;IES EL CLOT;INSTITUT D'EDUCACIÓ SECUNDÀRIA;EL CLOT;PÚBLICO;CL. JUST RAMÍREZ, 34;46009;València;València;961205950;961205951;46017195@edu.gva.es
39.4980059990738, -0.37426500000000046;"{""coordinates"": [-0.374265, 39.4980059990738], ""type"": ""Point""}";46017237;CEIP ANTONIO MACHADO;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ANTONIO MACHADO;PÚBLICO;PZ. SAN JERÓNIMO, S/N;46019;València;València;962565280;962566281;46017237@edu.gva.es
39.484418999073895, -0.3944989999999993;"{""coordinates"": [-0.394499, 39.484418999073895], ""type"": ""Point""}";46017729;CEIP COMUNITAT VALENCIANA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;COMUNITAT VALENCIANA;PÚBLICO;AV. PÍO XII, 34;46015;València;València;962565290;962565291;46017729@edu.gva.es
39.46475799907402, -0.4101419999999999;"{""coordinates"": [-0.410142, 39.46475799907402], ""type"": ""Point""}";46018059;IES NÚMERO 26;INSTITUT D'EDUCACIÓ SECUNDÀRIA;NÚMERO 26;PÚBLICO;CL. CASA DE LA MISERICORDIA, 34;46014;València;València;961206085;961206086;46018059@edu.gva.es
39.461626999074035, -0.40206300000000106;"{""coordinates"": [-0.402063, 39.461626999074035], ""type"": ""Point""}";46018141;CEIP CIUDAD DE BOLONIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CIUDAD DE BOLONIA;PÚBLICO;CL. TORRENT, 35;46014;València;València;961205735;961205736;46018141@edu.gva.es
39.47867199907392, -0.3515190000000005;"{""coordinates"": [-0.351519, 39.47867199907392], ""type"": ""Point""}";46018333;CEIP FEDERICO GARCÍA LORCA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;FEDERICO GARCÍA LORCA;PÚBLICO;CL. CLARIANO, S/N;46021;València;València;962566260;962566261;46018333@edu.gva.es
39.46515599907401, -0.3369180000000002;"{""coordinates"": [-0.336918, 39.46515599907401], ""type"": ""Point""}";46018588;CENTRE ENS. PROFESSIONALS DE DANSA MARÍA CARBONELL;CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE DANSA;ESTUDIO DANZA MARÍA CARBONELL;PRIVADO;CL. ALCALDE CANO COLOMA, 7;46022;València;València;963805843;963934789;info@mariacarbonell.com
39.47738799907393, -0.32769200000000004;"{""coordinates"": [-0.327692, 39.47738799907393], ""type"": ""Point""}";46019416;CENTRE PÚBLIC FPA MALVARROSA;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;MALVARROSA;PÚBLICO;PZ. CRONISTA FCO. MOMBLANCH, S/N;46011;València;València;961206775;961206776;46019416@edu.gva.es
39.466124999074, -0.3424540000000007;"{""coordinates"": [-0.342454, 39.466124999074], ""type"": ""Point""}";46019428;CENTRE PÚBLIC FPA CENTRO SOCIAL DEL GRAO;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;CENTRO SOCIAL DEL GRAO;PÚBLICO;CL. JERÓNIMO MONSORIU, 19;46022;València;València;961206995;961206996;46019428@edu.gva.es
39.49490499907381, -0.36684599999999956;"{""coordinates"": [-0.366846, 39.49490499907381], ""type"": ""Point""}";46019453;CENTRE PÚBLIC FPA REINA DOÑA GERMANA;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;REINA DOÑA GERMANA;PÚBLICO;CL. ESTEBAN DOLZ DEL CASTELLAR, 2;46019;València;València;961206780;961206781;46019453@edu.gva.es
39.46702099907401, -0.4018910000000016;"{""coordinates"": [-0.401891, 39.46702099907401], ""type"": ""Point""}";46019489;CENTRE PÚBLIC FPA PARC DE L'OEST;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;PARC DE L'OEST;PÚBLICO;CL. SUMACARCEL, S/N;46018;València;València;961206790;961206791;46019489@edu.gva.es
